CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
13047,17202,20190526,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,9.99,Clicked
24168,17203,20191023,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,9.99,Used
20155,17204,20190611,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,6.5,Clicked
73092,17205,20190510,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,5.99,Clicked
78146,17206,20191215,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,12.99,Clicked
42406,17207,20190402,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,5.99,Not Used
89997,17208,20190626,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,9.99,Used
91416,17209,20190428,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,7.99,Not Used
99733,17210,20191009,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,9.99,Used
45697,17211,20190316,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,5.99,Used
59692,17212,20190210,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,6.5,Clicked
83975,17213,20190924,GGOEGDHC018299,Google Travel Tumbler,Drinkware,4,18.99,0,Used
65444,17214,20190911,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Clicked
56105,17215,20190410,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,9.99,Used
59735,17216,20190328,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,0,Used
98039,17217,20190522,GGOEGOLC014599,Google Large Notebook,Notebooks,2,11.99,6.5,Clicked
61173,17218,20190923,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,0,Clicked
65069,17219,20191014,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,4,2.99,5.99,Used
15229,17220,20190410,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,5.99,Used
44438,17221,20190917,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,5.99,Not Used
98781,17222,20190920,GGOEGDHC018299,Google Travel Tumbler,Drinkware,3,18.99,7.99,Not Used
12260,17223,20190815,GGOEGOLC014599,Google Large Notebook,Notebooks,2,11.99,12.99,Not Used
93136,17224,20190823,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,5.99,Used
42706,17225,20191121,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,12.99,Not Used
99733,17226,20190630,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,3,119.0,4.99,Not Used
84668,17227,20190724,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,4.99,Not Used
31643,17228,20190701,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,9.99,Clicked
77839,17229,20190913,GGOEGBMJ013399,Google Tote Bag,Bags,2,12.99,12.99,Not Used
63005,17230,20190428,GGOEGBMJ013399,Google Tote Bag,Bags,3,12.99,5.99,Used
56105,17231,20190224,GGOEGDHC074099,Google Pen White,Office,2,1.5,9.99,Not Used
42406,17232,20190104,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,5.99,Not Used
29536,17233,20190521,GGOEGHPB071610,Google Cap Black,Headgear,5,14.99,7.99,Not Used
19545,17234,20190424,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,6.5,Not Used
13617,17235,20190117,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,12.99,Used
39451,17236,20190303,GGOEGHPJ080110,Google Beanie,Headgear,2,16.99,0,Clicked
26483,17237,20190714,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,12.99,Not Used
25129,17238,20191008,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,7.99,Not Used
25129,17239,20190405,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,9.99,Not Used
89415,17240,20190725,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,4.99,Clicked
30866,17241,20190428,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,4.99,Clicked
25157,17242,20190715,GGOEGBMJ013399,Google Tote Bag,Bags,3,12.99,9.99,Used
67954,17243,20190105,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,12.99,Clicked
55082,17244,20191001,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,7.99,Clicked
25157,17245,20190723,GGOEGOLC014299,Google Leather Journal,Office,1,19.99,4.99,Not Used
96951,17246,20191119,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,5.99,Not Used
72070,17247,20191014,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,0,Not Used
57576,17248,20191107,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,9.99,Clicked
35313,17249,20190526,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,6.5,Clicked
83975,17250,20190210,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,4.99,Used
36071,17251,20190622,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,0,Used
16630,17252,20190625,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,5.99,Clicked
89997,17253,20191106,GGOEGOLC014599,Google Large Notebook,Notebooks,3,11.99,12.99,Not Used
24371,17254,20191028,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Used
31174,17255,20190501,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,0,Used
70217,17256,20190723,GGOEGDHC074099,Google Pen White,Office,1,1.5,6.5,Clicked
32431,17257,20190114,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,7.99,Used
39831,17258,20191202,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,9.99,Not Used
87236,17259,20191117,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,4.99,Used
40982,17260,20191206,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,6.5,Clicked
41571,17261,20191008,GGOEGHPB071610,Google Cap Black,Headgear,4,14.99,9.99,Clicked
18907,17262,20191030,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,9.99,Clicked
25129,17263,20190627,GGOEGHPB071610,Google Cap Black,Headgear,3,14.99,6.5,Not Used
46655,17264,20190731,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,0,Clicked
26334,17265,20190311,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,0,Clicked
30028,17266,20190902,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,2,23.99,12.99,Not Used
15075,17267,20190429,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,6.5,Clicked
74032,17268,20190722,GGOEGBMJ013399,Google Tote Bag,Bags,2,12.99,9.99,Not Used
77715,17269,20190423,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,4.99,Clicked
42706,17270,20191110,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,7.99,Not Used
76768,17271,20190407,GGOEGDHC074099,Google Pen White,Office,1,1.5,0,Clicked
86503,17272,20191113,GGOEGHPJ080110,Google Beanie,Headgear,2,16.99,6.5,Used
51245,17273,20190110,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,4,19.99,0,Used
84847,17274,20190525,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,2,23.99,9.99,Used
18907,17275,20190216,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,5.99,Not Used
99593,17276,20190913,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,0,Not Used
51114,17277,20190316,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,199.0,0,Clicked
74686,17278,20190403,GGOEGBRJ037299,Google Backpack,Bags,3,79.99,12.99,Used
13617,17279,20190508,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,0,Used
23947,17280,20190218,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,5.99,Not Used
54473,17281,20191119,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,4,119.0,7.99,Used
10942,17282,20190904,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,0,Clicked
73092,17283,20190227,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,0,Used
92149,17284,20191027,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,0,Used
23947,17285,20191220,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,0,Used
57400,17286,20190913,GGOEGOLC014299,Google Leather Journal,Office,2,19.99,12.99,Clicked
24371,17287,20190131,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,7.99,Used
37802,17288,20190907,GGOEGBRJ037299,Google Backpack,Bags,5,79.99,12.99,Clicked
57472,17289,20190627,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,6.5,Not Used
81066,17290,20190310,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,6.5,Clicked
86503,17291,20191005,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,7.99,Not Used
40512,17292,20190828,GGOEGDHC018299,Google Travel Tumbler,Drinkware,4,18.99,7.99,Used
25129,17293,20190929,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,5.99,Clicked
23434,17294,20190821,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,9.99,Used
20735,17295,20191114,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,9.99,Used
44522,17296,20191003,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Clicked
14207,17297,20191110,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,5.99,Used
87236,17298,20190925,GGOEGDHC074099,Google Pen White,Office,3,1.5,4.99,Used
66179,17299,20190414,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Clicked
94874,17300,20190718,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,4.99,Clicked
88193,17301,20190206,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,12.99,Used
15383,17302,20191124,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,6.5,Not Used
56566,17303,20190130,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,0,Not Used
31643,17304,20190421,GGOEGDHC074099,Google Pen White,Office,2,1.5,7.99,Not Used
89997,17305,20190409,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,4.99,Clicked
12671,17306,20191013,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,7.99,Not Used
82420,17307,20190823,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,4.99,Clicked
81200,17308,20190916,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,7.99,Not Used
57472,17309,20190611,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,9.99,Not Used
69087,17310,20190615,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,6.5,Clicked
57472,17311,20190511,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,6.5,Used
13047,17312,20190118,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,4.99,Not Used
73092,17313,20190603,GGOEGBMJ013399,Google Tote Bag,Bags,3,12.99,0,Clicked
79352,17314,20191011,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,5.99,Used
99733,17315,20190516,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,5.99,Not Used
78146,17316,20191020,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,9.99,Not Used
80539,17317,20190330,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,5.99,Used
47353,17318,20191023,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,12.99,Not Used
59692,17319,20190811,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,4.99,Clicked
20500,17320,20191105,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,2,119.0,6.5,Used
97153,17321,20190926,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,4.99,Not Used
35313,17322,20191224,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,9.99,Not Used
44973,17323,20191101,GGOEGDHC074099,Google Pen White,Office,1,1.5,12.99,Not Used
62383,17324,20190309,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,9.99,Used
99192,17325,20190724,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,6.5,Clicked
80686,17326,20190311,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Clicked
86503,17327,20191015,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,12.99,Not Used
47353,17328,20191217,GGOEGDHC074099,Google Pen White,Office,2,1.5,6.5,Not Used
74042,17329,20190408,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,0,Not Used
98039,17330,20190629,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,12.99,Used
28301,17331,20191217,GGOEGEFR024199,Google Sunglasses,Lifestyle,2,9.99,12.99,Used
46048,17332,20190128,GGOEGBCR024399,Google Laptop Sleeve,Bags,4,24.99,12.99,Not Used
39451,17333,20190625,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Not Used
62383,17334,20191003,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,12.99,Not Used
20155,17335,20190905,GGOEGAAX0358,Google Hoodie Grey,Apparel,2,49.99,0,Not Used
35995,17336,20191206,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,5.99,Used
44335,17337,20191113,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,0,Used
94259,17338,20191205,GGOEGDHC018299,Google Travel Tumbler,Drinkware,3,18.99,9.99,Not Used
15383,17339,20190110,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,6.5,Clicked
26483,17340,20190220,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,7.99,Used
51441,17341,20190412,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,7.99,Not Used
81200,17342,20190908,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,9.99,Not Used
57400,17343,20191117,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,5,23.99,7.99,Not Used
33053,17344,20191117,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,3,12.99,12.99,Used
79352,17345,20190524,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,6.5,Clicked
53540,17346,20190214,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,7.99,Used
79352,17347,20190609,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,4.99,Clicked
60432,17348,20191025,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,9.99,Clicked
40512,17349,20190809,GGOEGAAX0358,Google Hoodie Grey,Apparel,4,49.99,4.99,Not Used
95181,17350,20191013,GGOEGDHC074099,Google Pen White,Office,1,1.5,4.99,Clicked
42177,17351,20190613,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,9.99,Clicked
77715,17352,20190521,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,4.99,Used
84847,17353,20191110,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,4.99,Clicked
60432,17354,20190429,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,12.99,Not Used
25157,17355,20190915,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,6.5,Not Used
40982,17356,20190312,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,6.5,Used
96673,17357,20190731,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,4.99,Used
95649,17358,20190401,GGOEGHPJ080110,Google Beanie,Headgear,2,16.99,12.99,Not Used
65057,17359,20190807,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,12.99,Not Used
30379,17360,20190610,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Not Used
55082,17361,20190506,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,7.99,Clicked
86099,17362,20190408,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,5.99,Not Used
67954,17363,20190327,GGOEGOLC014599,Google Large Notebook,Notebooks,2,11.99,0,Clicked
73699,17364,20190314,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,7.99,Used
41571,17365,20191027,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,6.5,Used
37742,17366,20190821,GGOEGBRJ037299,Google Backpack,Bags,1,79.99,5.99,Clicked
49529,17367,20191231,GGOEGAAX0358,Google Hoodie Grey,Apparel,2,49.99,0,Used
10053,17368,20190819,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,6.5,Clicked
51441,17369,20191110,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,0,Used
70217,17370,20191017,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,3,19.99,4.99,Clicked
60968,17371,20190803,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,6.5,Not Used
77715,17372,20190403,GGOEGDHC074099,Google Pen White,Office,4,1.5,0,Clicked
13047,17373,20190510,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,6.5,Clicked
76768,17374,20191108,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Not Used
62383,17375,20190729,GGOEGHPB071610,Google Cap Black,Headgear,2,14.99,0,Used
47353,17376,20190523,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,0,Clicked
16572,17377,20190119,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,2,19.99,12.99,Clicked
12671,17378,20190619,GGOEGDHC074099,Google Pen White,Office,1,1.5,4.99,Used
99733,17379,20190526,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,2,18.99,5.99,Used
46655,17380,20190603,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,12.99,Used
73092,17381,20190807,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Clicked
94259,17382,20190618,GGOEGOLC013299,Google Small Notebook,Notebooks,2,6.99,7.99,Used
65444,17383,20191020,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,2,8.99,7.99,Clicked
99192,17384,20190807,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,7.99,Not Used
84847,17385,20191111,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,4.99,Clicked
60968,17386,20191229,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,0,Not Used
51441,17387,20190302,GGOEGBCR024399,Google Laptop Sleeve,Bags,5,24.99,6.5,Used
34931,17388,20190629,GGOEGBMJ013399,Google Tote Bag,Bags,2,12.99,9.99,Not Used
44438,17389,20190204,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,5.99,Used
95181,17390,20191218,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,1,2.99,7.99,Clicked
25157,17391,20190331,GGOEGBRJ037299,Google Backpack,Bags,3,79.99,9.99,Not Used
51441,17392,20190119,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,6.5,Clicked
57472,17393,20190825,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,5.99,Clicked
89415,17394,20191214,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,4.99,Clicked
91416,17395,20190619,GGOEGEFR024199,Google Sunglasses,Lifestyle,4,9.99,5.99,Used
44438,17396,20190712,GGOEGAAX0358,Google Hoodie Grey,Apparel,2,49.99,4.99,Clicked
48752,17397,20190607,GGOEGETR013999,Google Yoga Mat,Lifestyle,1,29.99,6.5,Used
97012,17398,20190502,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,5.99,Used
99733,17399,20190604,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,1,19.99,0,Used
37938,17400,20190816,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,4,199.0,4.99,Used
67954,17401,20190905,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,12.99,Used
96706,17402,20191213,GGOEGAAX0037,Google Mens Vintage Badge Tee Black,Apparel,2,19.99,6.5,Not Used
30028,17403,20190925,GGOEGDHC074099,Google Pen White,Office,1,1.5,0,Clicked
63271,17404,20190214,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,3,2.99,0,Clicked
39451,17405,20191204,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,5.99,Clicked
41499,17406,20190614,GGOEGBMJ013399,Google Tote Bag,Bags,1,12.99,7.99,Not Used
46048,17407,20190814,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,5.99,Used
40982,17408,20191115,GGOEGDHC074099,Google Pen White,Office,1,1.5,7.99,Not Used
12560,17409,20190314,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,0,Not Used
55082,17410,20190623,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,6.5,Clicked
49529,17411,20190224,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Used
96706,17412,20191102,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Used
88193,17413,20191210,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Clicked
51114,17414,20190219,GGOEGHPJ080110,Google Beanie,Headgear,2,16.99,9.99,Not Used
25129,17415,20190429,GGOEGBMJ013399,Google Tote Bag,Bags,3,12.99,7.99,Not Used
76768,17416,20190720,GGOEGAAX0358,Google Hoodie Grey,Apparel,4,49.99,5.99,Not Used
86099,17417,20190907,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,5.99,Not Used
51245,17418,20190329,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,4.99,Clicked
36100,17419,20190727,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,0,Not Used
23947,17420,20190825,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,4.99,Clicked
28136,17421,20190904,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,12.99,Clicked
80702,17422,20190809,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,4.99,Used
44438,17423,20191209,GGOEGOLC014299,Google Leather Journal,Office,4,19.99,7.99,Not Used
41571,17424,20191031,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Not Used
41499,17425,20190607,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,9.99,Clicked
10942,17426,20190714,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,0,Used
48890,17427,20190313,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
76162,17428,20190719,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,5.99,Not Used
20155,17429,20191214,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,2,12.99,5.99,Used
62383,17430,20190105,GGOEGOLC013299,Google Small Notebook,Notebooks,3,6.99,0,Not Used
61173,17431,20190128,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,5.99,Used
15209,17432,20190116,GGOEGBRJ037299,Google Backpack,Bags,2,79.99,6.5,Clicked
80702,17433,20191231,GGOEGOLC014599,Google Large Notebook,Notebooks,1,11.99,7.99,Used
83385,17434,20190330,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,6.5,Not Used
16590,17435,20190320,GGOEGDHC018299,Google Travel Tumbler,Drinkware,1,18.99,0,Used
60432,17436,20190109,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,9.99,Not Used
35995,17437,20190213,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,12.99,Not Used
19099,17438,20191106,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,6.5,Clicked
42406,17439,20190716,GGOEGEFR024199,Google Sunglasses,Lifestyle,1,9.99,7.99,Used
42406,17440,20190913,GGOEGBCR024399,Google Laptop Sleeve,Bags,1,24.99,6.5,Clicked
28301,17441,20190707,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,9.99,Not Used
74789,17442,20191025,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Clicked
63883,17443,20190524,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,7.99,Used
18907,17444,20190830,GGOEGOLC014299,Google Leather Journal,Office,2,19.99,12.99,Clicked
76768,17445,20191110,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,199.0,0,Not Used
48890,17446,20190920,GGOEGHPJ080110,Google Beanie,Headgear,1,16.99,12.99,Not Used
33086,17447,20190327,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,4,119.0,9.99,Not Used
30861,17448,20191016,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,2,23.99,7.99,Used
32431,17449,20190127,GGOEGDHC018299,Google Travel Tumbler,Drinkware,2,18.99,5.99,Not Used
73092,17450,20190306,GGOEGOAQ012899,Google Spiral Notebook and Pen Set,Office,1,8.99,7.99,Not Used
42177,17451,20190512,GGOENEBB078899,Nest Protect Smoke + CO Alarm - USA,Nest-USA,1,119.0,4.99,Clicked
71993,17452,20190319,GGOEGHPJ080110,Google Beanie,Headgear,3,16.99,5.99,Clicked
44973,17453,20190906,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,5.99,Used
71993,17454,20191101,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,2,18.99,6.5,Not Used
70217,17455,20191205,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Not Used
25157,17456,20191125,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,6.5,Not Used
25157,17457,20190604,GGOEGHPB071610,Google Cap Black,Headgear,1,14.99,9.99,Not Used
35313,17458,20190515,GGOEGAAX0358,Google Hoodie Grey,Apparel,3,49.99,0,Not Used
36100,17459,20190715,GGOEGETR013999,Google Yoga Mat,Lifestyle,2,29.99,0,Used
51441,17460,20191123,GGOEGEHQ072099,Google Sticker Pack,Lifestyle,2,2.99,9.99,Not Used
86099,17461,20190519,GGOEGDWR015799,Google Stainless Steel Bottle,Drinkware,1,23.99,7.99,Not Used
32241,17462,20191212,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,12.99,Used
40512,17463,20190622,GGOEGAAX0104,Google Womens Short Sleeve Hero Tee,Apparel,1,18.99,9.99,Used
47353,17464,20190107,GGOEGOLC013299,Google Small Notebook,Notebooks,1,6.99,9.99,Not Used
99733,17465,20190423,GGOEGDHQ015399,Google Ceramic Mug,Drinkware,1,12.99,0,Clicked
59735,17466,20190130,GGOEGBCR024399,Google Laptop Sleeve,Bags,2,24.99,9.99,Used
